,Player,Player-additional,Season,wOBA,rRE24_wOBA
1185,Mark Teixeira,teixema01,2014,0.31640990099009897,-3.031664384554426
1186,Melky Cabrera,cabreme01,2009,0.32908646616541354,-9.372058887969922
1187,José López,lopezjo01,2009,0.32676899224806205,-8.282935838139567
1188,Grégor Blanco,blancgr01,2013,0.30738095238095237,1.4043141428571642
1189,J.J. Hardy,hardyjj01,2013,0.3215047021943574,-5.739913780564278
1190,Gerardo Parra,parrage01,2013,0.318062787136294,-4.028382828483906
1191,Marco Scutaro,scutama01,2008,0.3150767918088737,-2.6048876979522073
1192,Ryan Sweeney,sweenry01,2009,0.3332674199623352,-11.753232333333331
1193,Danny Espinosa,espinda01,2012,0.3126466973886329,-1.4694356341013886
1194,Nate McLouth,mclouna01,2013,0.32272959183673466,-6.522562668367339
1195,Josh Hamilton,hamiljo03,2013,0.31930221518987345,-4.828303343987358
1196,Kelly Johnson,johnske05,2012,0.2992212543554007,5.195522561324037
1197,Desmond Jennings,jennide01,2014,0.31280487804878054,-1.5985523170731888
1198,Eric Chávez,chaveer01,2006,0.3396649122807018,-15.053044314736844
1199,A.J. Pierzynski,pierza.01,2006,0.3303895131086143,-10.43379944719106
1200,Marco Scutaro,scutama01,2010,0.32112318840579707,-5.81909332608693
1201,Yadier Molina,molinya01,2009,0.33649253731343287,-13.546328313432863
1202,Edwin Encarnación,encared01,2011,0.3432462121212121,-16.92429087954545
1203,Ryan Ludwick,ludwiry01,2011,0.2980804387568555,5.656120420475356
1204,Nick Castellanos,casteni01,2015,0.31073569023569025,-0.7136136838384015
1205,Álex González,gonzaal02,2010,0.3208944881889764,-5.834705116220497
1206,Orlando Cabrera,cabreor01,2009,0.3088516405135521,0.16872505991439724
1207,Rajai Davis,davisra01,2010,0.3089875,0.09077268249999726
1208,Ian Desmond,desmoia01,2015,0.29438110236220477,7.376404927244058
1209,Starlin Castro,castrst01,2010,0.32917171717171717,-10.044698593939387
1210,Jhonny Peralta,peraljh01,2007,0.33738198757763976,-14.181201627950312
1211,Preston Wilson,wilsopr01,2006,0.3133052434456929,-2.1688183764044844
1212,Elvis Andrus,andruel01,2009,0.31327221172022685,-2.252297010586008
1213,Felipe López,lopezfe01,2008,0.3246496212121212,-8.002897232954552
1214,Ryan Freel,freelry01,2006,0.34031346153846154,-15.917426991923081
1215,Chase Headley,headlch01,2015,0.30658099688473517,0.9344251635514187
1216,Dustin Ackley,ackledu01,2012,0.2738666666666667,17.277040479999986
1217,Aubrey Huff,huffau01,2009,0.3029627118644068,2.5441704799999743
1218,Nick Swisher,swishni01,2008,0.3267022375215146,-9.359547353528386
1219,Josh Reddick,reddijo01,2012,0.3263298192771084,-9.173276186445763
1220,Plácido Polanco,polanpl01,2011,0.30330651340996173,2.2422124298850363
1221,Juan Pierre,pierrju01,2010,0.3020695410292073,2.8409046998608742
1222,B.J. Upton,uptonbj01,2009,0.3057495987158909,1.0002627589084794
1223,Mark Loretta,loretma01,2007,0.3262992125984252,-9.337967748031511
1224,Bengie Molina,molinbe01,2009,0.3083752417794971,-0.40299620502902034
1225,Colby Rasmus,rasmuco01,2012,0.2974757281553398,4.9585764660194185
1226,Kosuke Fukudome,fukudko01,2011,0.3173069139966273,-5.020320330185487
1227,Yuniesky Betancourt,betanyu01,2007,0.3128462929475588,-2.8892666661844624
1228,Michael Young,youngmi02,2013,0.32031016042780747,-6.7224438866310114
1229,Freddy Sánchez,sanchfr01,2008,0.29394323873121875,6.4554096908179925
1230,Jedd Gyorko,gyorkje01,2013,0.32494847328244275,-9.052373056870232
1231,José Guillén,guilljo01,2008,0.3188507936507936,-6.032517367619015
1232,Ryan Doumit,doumiry01,2013,0.3110037453183521,-2.177685883146097
1233,Wilmer Flores,florewi01,2015,0.3036205533596838,1.40514013596838
1234,Erick Aybar,aybarer01,2013,0.29864655172413795,3.822969622413787
1235,Jason Kendall,kendaja01,2006,0.32125000000000004,-7.492520250000015
1236,Kevin Kouzmanoff,kouzmke01,2009,0.31253859649122806,-3.235367175789471
1237,Paul Konerko,konerpa01,2008,0.34283333333333327,-18.517782699999984
1238,A.J. Pierzynski,pierza.01,2009,0.32689733840304186,-10.617130298098877
1239,Drew Stubbs,stubbdr01,2012,0.27135501858736055,17.133282960223067
1240,Alcides Escobar,escobal02,2012,0.31589655172413794,-5.1549042275862
1241,Juan Pierre,pierrju01,2006,0.31520945945945944,-4.821243625675671
1242,Jimmy Rollins,rolliji01,2009,0.3116094182825485,-3.060623270360127
1243,Jason Varitek,varitja01,2007,0.34500785854616894,-19.815407582318276
1244,Scott Podsednik,podsesc01,2009,0.3380568965517241,-16.35876855482757
1245,Carlos Lee,leeca01,2010,0.3096033950617284,-2.1672774564814885
1246,Bill Hall,hallbi03,2007,0.32121556886227537,-7.975298944910153
1247,Miguel Tejada,tejadmi01,2010,0.30639438700147714,-0.5622388056130232
1248,Kevin Pillar,pillake01,2015,0.309792937399679,-2.2820802032102767
1249,Édgar Rentería,renteed01,2009,0.281854,11.672043123600009
1250,Derek Jeter,jeterde01,2010,0.3178623978201635,-6.3581547855585825
1251,Kevin Millar,millake01,2008,0.31690444810543655,-5.889020333772644
1252,Adam Kennedy,kennead01,2006,0.3124747474747475,-3.933432030303056
1253,Eric Hosmer,hosmeer01,2012,0.2913333333333334,6.640797199999962
1254,Andruw Jones,jonesan01,2007,0.31499389312977094,-5.243424547480892
1255,Orlando Hudson,hudsoor01,2010,0.31884476534296025,-7.2795022093862585
1256,Garret Anderson,anderga01,2006,0.3187487001733103,-7.241453620104042
1257,Vernon Wells,wellsve01,2007,0.30652351097178687,-1.1768223028213267
1258,Omar Infante,infanom01,2014,0.2798024691358025,12.168150340740729
1259,Álex Ríos,riosal01,2014,0.30935135135135133,-2.651213610810788
1260,Leonys Martín,martile01,2014,0.30622164048865613,-1.0958367696334763
1261,Mike Aviles,avilemi01,2012,0.2876519337016574,8.082110337016603
1262,Brandon Crawford,crawfbr01,2013,0.29623388581952115,3.759704524861905
1263,Ramón Hernández,hernara02,2008,0.31102982107355864,-3.640728104970191
1264,Mark Reynolds,reynoma01,2013,0.3100775347912525,-3.1844263129224837
1265,Jamey Carroll,carroja01,2006,0.34669656488549616,-21.51004209045801
1266,Asdrúbal Cabrera,cabreas01,2014,0.3076150081566068,-1.9927527386622987
1267,Daric Barton,bartoda02,2008,0.302677734375,0.46670670195312525
1268,Jason Castro,castrja01,2014,0.29060784313725485,6.493663164705908
1269,José Vidro,vidrojo01,2006,0.3262362204724409,-11.336461190551155
1270,Jason Michaels,michaja01,2006,0.3145677655677655,-5.540289773626329
1271,Danny Valencia,valenda01,2011,0.29720132013201317,3.015826194059408
1272,Jace Peterson,peterja01,2015,0.28699317406143343,8.111599906484656
1273,Nick Castellanos,casteni01,2014,0.30688368055555554,-1.856967098958327
1274,Elvis Andrus,andruel01,2010,0.29818569254185695,2.463475992694054
1275,Omar Infante,infanom01,2011,0.30548874598070735,-1.199267415434064
1276,Garrett Jones,jonesga02,2014,0.31587108655616947,-6.452167401104983
1277,Brandon Inge,ingebr01,2009,0.31875433070866144,-7.974269825826793
1278,Corey Patterson,patteco01,2007,0.30215132924335375,0.2499969668711799
1279,Ty Wigginton,wiggity01,2010,0.3180852713178295,-7.759628665116289
1280,Robinson Canó,canoro01,2009,0.37439136904761905,-36.00205812589285
1281,Austin Jackson,jacksau01,2011,0.30532565284178187,-1.4876936746543894
1282,Eric Young Jr.,younger03,2013,0.2884991482112436,6.7683619362862
1283,David DeJesus,dejesda01,2011,0.3114311377245509,-4.711453289820362
1284,Chone Figgins,figgich01,2008,0.3162912621359223,-7.182325192232995
1285,Ichiro Suzuki,suzukic01,2013,0.28089908256880736,10.49966092844036
1286,Andrelton Simmons,simmoan01,2013,0.30307668711656444,-0.6028361343558251
1287,Brandon Inge,ingebr01,2010,0.3155225694444444,-6.837850782291634
1288,Dan Uggla,ugglada01,2013,0.302781308411215,-0.49509757158880774
1289,Jason Kendall,kendaja01,2008,0.29332926829268297,4.162497197560953
1290,Matt Wieters,wietema01,2010,0.30456363636363637,-1.5565584836363708
1291,A.J. Pierzynski,pierza.01,2008,0.3146476868327402,-6.610263720996429
1292,Freddy Galvis,galvifr01,2015,0.28350756302521013,8.924986127394936
1293,Brett Gardner,gardnbr01,2011,0.3205423143350604,-9.678559517098432
1294,Jacoby Ellsbury,ellsbja01,2008,0.3227860696517414,-10.860810985074671
1295,Jeff Conine,coninje01,2006,0.3138951310861423,-6.423860471910121
1296,Mark Kotsay,kotsama01,2006,0.31551175406871607,-7.262441292585878
1297,Kurt Suzuki,suzukku01,2008,0.3221489726027397,-10.652156320205473
1298,Gordon Beckham,beckhgo01,2012,0.2947073170731707,3.0332432243902456
1299,Mark Grudzielanek,grudzma01,2006,0.31950949913644217,-9.391979850777226
1300,David Bell,bellda01,2006,0.3218017857142857,-10.56850503464286
1301,Vernon Wells,wellsve01,2011,0.2854253308128545,7.605782733459327
1302,Didi Gregorius,gregodi01,2015,0.30279999999999996,-1.0944464799999771
1303,Jed Lowrie,lowrije01,2014,0.3002325581395349,0.1697021860464858
1304,Garrett Jones,jonesga02,2010,0.3149279141104294,-7.240424045705515
1305,John Buck,buckjo01,2011,0.302489443378119,-1.119116430326283
1306,Omar Infante,infanom01,2012,0.31007241379310346,-4.941864960689667
1307,Cameron Maybin,maybica01,2012,0.29035906642728904,4.888092965888708
1308,Lastings Milledge,millela02,2008,0.32335283993115316,-11.664290548709117
1309,Brennan Boesch,boescbr01,2012,0.28782669322709165,5.994701459362533
1310,Jeff Francoeur,francje02,2010,0.2947272727272727,2.5232620727272757
1311,Delmon Young,youngde03,2011,0.30361077844311374,-1.9999707772454833
1312,Luis Castillo,castilu01,2006,0.3255349922239502,-12.975730241679626
1313,Addison Russell,russead02,2015,0.3037096153846154,-2.159405714230763
1314,Yunel Escobar,escobyu01,2014,0.2986647509578544,0.283866973563228
1315,Alexei Ramírez,ramiral03,2011,0.3215822222222222,-11.248686709333326
1316,Aaron Hill,hillaa01,2006,0.32269346733668336,-11.87449439999998
1317,Robert Andino,andinro01,2011,0.30233466135458165,-1.7116996318725004
1318,Alexei Ramírez,ramiral03,2013,0.30407934131736525,-2.6243302769461003
1319,Alexei Ramírez,ramiral03,2009,0.3185946398659966,-9.894397799999991
1320,Jermaine Dye,dyeje01,2007,0.3437262969588551,-22.54441328050089
1321,Aaron Hill,hillaa01,2014,0.2893733826247689,4.61109908207027
1322,Starlin Castro,castrst01,2015,0.28846760070052535,5.04414094746063
1323,Trevor Plouffe,plouftr01,2013,0.3090115384615385,-5.34125055307695
1324,Kenji Johjima,johjike01,2007,0.32973684210526316,-15.71735521052632
1325,Casey Blake,blakeca01,2007,0.3393404580152672,-20.520763127938935
1326,Alcides Escobar,escobal02,2014,0.30672340425531924,-4.266802246808549
1327,Kazuo Matsui,matsuka01,2009,0.2915184466019417,3.3182097258252554
1328,Melky Cabrera,cabreme01,2010,0.29239350912778905,2.8505326774847806
1329,Chris Young,youngch04,2007,0.32629260450160774,-14.104662598713842
1330,Juan Pierre,pierrju01,2011,0.2963583815028902,0.8374359421965227
1331,Salvador Perez,perezsa02,2015,0.30031329690346087,-1.3106806469945518
1332,DJ LeMahieu,lemahdj01,2014,0.2917881679389313,2.7233041217557243
1333,Willy Taveras,taverwi01,2006,0.3022447916666667,-2.5367498156250203
1334,Paul Konerko,konerpa01,2013,0.2982123552123552,-0.6898597845559529
1335,Kurt Suzuki,suzukku01,2010,0.29702587800369684,-0.09642351312382758
1336,Jean Segura,segurje01,2014,0.2717232472324723,12.5491072907749
1337,A.J. Pierzynski,pierza.01,2010,0.3020868686868687,-2.757762015757585
1338,Hank Blalock,blaloha01,2006,0.31479843750000003,-9.155664169687514
1339,José López,lopezjo01,2006,0.31401401869158874,-8.8133240813084
1340,Ty Wigginton,wiggity01,2007,0.3432417218543047,-23.452044998013257
1341,Franklin Gutierrez,gutiefr01,2010,0.2931189710610933,1.5576808488745613
1342,Ryan Theriot,theriry01,2007,0.30209693877551025,-2.9927987377551126
1343,Nick Punto,puntoni01,2006,0.3219902723735409,-12.97277976614787
1344,Jordy Mercer,mercejo03,2014,0.298814126394052,-1.5008456304832531
1345,Melky Cabrera,cabreme01,2007,0.3166212624584718,-10.417380331561468
1346,Jeff Keppinger,keppije01,2008,0.2908397565922921,2.397667800405676
1347,Jamey Carroll,carroja01,2012,0.2996245283018868,-2.1461815973584955
1348,Jesús Montero,monteje01,2012,0.295528233151184,-0.2473515792349854
1349,Gerardo Parra,parrage01,2014,0.2985257548845471,-1.7466118330373188
1350,J.J. Hardy,hardyjj01,2014,0.30261769911504427,-3.8132656661947113
1351,Delmon Young,youngde03,2007,0.3149455081001473,-10.079223971723131
1352,Alfonso Soriano,soriaal01,2009,0.31298255813953485,-9.127421963953473
1353,Jason Kipnis,kipnija01,2014,0.2890072463768116,2.854228204347832
1354,Nick Markakis,markani01,2013,0.3043098995695839,-4.839647814060223
1355,Salvador Perez,perezsa02,2014,0.3034950331125828,-4.80207882880797
1356,Ian Desmond,desmoia01,2011,0.2890718849840256,2.401898131948869
1357,Pedro Feliz,felizpe01,2007,0.30559183673469387,-5.89082996734693
1358,Jay Bruce,bruceja01,2015,0.3088268330733229,-7.508867087051483
1359,Scott Podsednik,podsesc01,2006,0.3047118353344769,-5.450682659005151
1360,Ichiro Suzuki,suzukic01,2011,0.2804908062234795,6.6538671199434205
1361,Mark Teahen,teahema01,2009,0.3210814159292036,-13.658200128495595
1362,Erick Aybar,aybarer01,2015,0.2805015873015873,6.618474784761908
1363,Coco Crisp,crispco01,2007,0.31546127366609295,-10.907192681239252
1364,Chone Figgins,figgich01,2010,0.29805547445255476,-2.2813932683211693
1365,Carl Crawford,crawfca02,2011,0.30182990654205605,-4.25923813345794
1366,Brendan Harris,harribr01,2007,0.34107054673721343,-23.95609572169314
1367,Clint Barmes,barmecl01,2009,0.31598657718120804,-11.489931954362397
1368,Brandon Inge,ingebr01,2007,0.30311150442477874,-5.160250589026553
1369,Yadier Molina,molinya01,2015,0.2870760456273764,2.8101503171102884
1370,Jason Kendall,kendaja01,2009,0.2896828793774318,1.3762991435798284
1371,Willy Taveras,taverwi01,2008,0.2765927342256214,7.893552537667304
1372,Aaron Hill,hillaa01,2011,0.289769366197183,1.263041325000053
1373,Shannon Stewart,stewash01,2007,0.32915898251192366,-18.468329142448304
1374,B.J. Upton,uptonbj01,2014,0.2769094076655052,7.565163059930315
1375,Michael Young,youngmi02,2012,0.2969722222222222,-2.539586683333317
1376,Mark Loretta,loretma01,2006,0.3155728571428571,-11.933003009428548
1377,Asdrúbal Cabrera,cabreas01,2015,0.3187124542124542,-13.523324601098883
1378,Austin Jackson,jacksau01,2014,0.2923099236641221,-0.4076606653435011
1379,Avisaíl García,garciav01,2015,0.29550167224080265,-2.024066698996654
1380,Melvin Mora,morame01,2007,0.332421965317919,-20.59036415838146
1381,Russell Martin,martiru01,2009,0.3086481802426343,-8.739510908145567
1382,Ronnie Belliard,belliro01,2006,0.31575042735042735,-12.301817696410268
1383,Chris Johnson,johnsch05,2014,0.2889225700164745,1.0765804915980297
1384,Ryan Theriot,theriry01,2009,0.31888838612368026,-13.931319866968321
1385,Delmon Young,youngde03,2008,0.3233121951219513,-16.193961372682978
1386,Pedro Feliz,felizpe01,2006,0.29965414710485133,-4.4609959333333435
1387,Adam Jones,jonesad01,2008,0.31182226562500004,-10.587082401953154
1388,Vladimir Guerrero,guerrvl01,2011,0.3194838160136286,-14.439134010562146
1389,Orlando Cabrera,cabreor01,2008,0.3140895316804408,-11.77109315619835
1390,Jhonny Peralta,peraljh01,2006,0.3119141494435612,-10.87303961907792
1391,Juan Pierre,pierrju01,2007,0.3068053596614951,-8.327793603667146
1392,Anthony Gose,gosean01,2015,0.30404502814258916,-7.007167972983124
1393,Wilson Ramos,ramoswi01,2015,0.26462549800796814,12.679164388047813
1394,Elvis Andrus,andruel01,2014,0.2906222222222222,-0.4235287733333468
1395,Jason Bartlett,bartlja01,2011,0.2787879282218597,5.385589820228386
1396,Aaron Hill,hillaa01,2010,0.2923864818024263,-1.5859524890814516
1397,Jhonny Peralta,peraljh01,2012,0.30090017211703957,-5.934216027194479
1398,Miguel Tejada,tejadmi01,2008,0.3169576399394856,-14.13562511255672
1399,Yunel Escobar,escobyu01,2010,0.301100538599641,-6.294432649551176
1400,Garret Anderson,anderga01,2009,0.3057312030075188,-8.640536322180457
1401,Ichiro Suzuki,suzukic01,2012,0.2998575803981623,-5.782746471975479
1402,Rafael Furcal,furcara02,2007,0.3075824175824176,-9.656452021978028
1403,Elvis Andrus,andruel01,2015,0.2921610429447853,-1.983195502147236
1404,Mark Ellis,ellisma01,2008,0.30992000000000003,-10.995632672000013
1405,Jason Kendall,kendaja01,2007,0.2754714003944773,6.164406267455611
1406,Juan Uribe,uribeju01,2007,0.29436823104693144,-3.3171572707581376
1407,Zack Cozart,cozarza01,2013,0.2887330016583748,-0.6286037472636927
1408,Orlando Cabrera,cabreor01,2010,0.29183646616541353,-2.210853037969935
1409,Pablo Sandoval,sandopa01,2015,0.28778727634194834,-0.27558353121275303
1410,Jeff Francoeur,francje02,2009,0.3147188498402556,-13.755857080511193
1411,Jose Altuve,altuvjo01,2013,0.29659728506787325,-4.782055641628942
1412,Alexei Ramírez,ramiral03,2015,0.2788384491114701,4.090320958642984
1413,David Eckstein,eckstda01,2006,0.31345719489981777,-13.414819418579194
1414,Iván Rodríguez,rodriiv01,2007,0.30799610136452243,-10.913362832748552
1415,Andrelton Simmons,simmoan01,2015,0.28970138888888886,-1.7829586958333241
1416,Shea Hillenbrand,hillesh02,2006,0.32577836879432626,-19.877459073404253
1417,Gordon Beckham,beckhgo01,2011,0.28505090909090913,0.4330559730908927
1418,Ronny Cedeño,cedenro02,2010,0.2945274949083503,-4.386815734826865
1419,Derek Jeter,jeterde01,2014,0.2787523961661342,3.483361767731621
1420,Stephen Drew,drewst01,2007,0.30026272577996715,-7.335386660098521
1421,Adeiny Hechavarría,hechaad01,2014,0.29024822695035457,-2.546468829787216
1422,Felipe López,lopezfe01,2007,0.2939398496240601,-4.4428951909774135
1423,Justin Smoak,smoakju01,2012,0.28808067542213883,-1.7123319515947344
1424,Ray Durham,durhara01,2007,0.28042720306513413,1.8056792954022889
1425,Allen Craig,craigal01,2014,0.26927524752475246,7.38351498138616
1426,Clint Barmes,barmecl01,2006,0.2564019607843137,13.72230304117647
1427,Kevin Kouzmanoff,kouzmke01,2010,0.2963681506849315,-6.297450276369862
1428,Nyjer Morgan,morgany01,2010,0.287843137254902,-2.1035232941176893
1429,Andrelton Simmons,simmoan01,2014,0.27324035087719295,5.140302718947389
1430,Yuniesky Betancourt,betanyu01,2006,0.30941594454072785,-13.193520966724403
1431,Carlos Gómez,gomezca01,2008,0.29103436988543374,-4.179671268739771
1432,Jean Segura,segurje01,2015,0.2683903281519861,6.666122095336817
1433,Jack Wilson,wilsoja02,2006,0.30224957264957264,-10.319141103589732
1434,Vernon Wells,wellsve01,2009,0.311524926686217,-15.008363395894442
1435,Miguel Olivo,olivomi01,2011,0.27601785714285715,2.6310868535714143
1436,Ryan Theriot,theriry01,2010,0.28631904761904764,-3.0012245628571605
1437,Michael Bourn,bournmi01,2008,0.2674161735700197,6.423361680473409
1438,Álex Ríos,riosal01,2009,0.3020015847860539,-10.9651058570523
1439,Alberto Callaspo,callaal01,2010,0.2965427135678392,-8.274760799999981
1440,Kurt Suzuki,suzukku01,2011,0.30214090019569473,-11.684786771819976
1441,Zack Cozart,cozarza01,2012,0.2982173913043478,-10.31237866956522
1442,Alex Gordon,gordoal01,2007,0.31616302521008405,-19.568185365042037
1443,J.J. Hardy,hardyjj01,2012,0.29026780626780624,-6.696261750427325
1444,Ángel Pagán,paganan01,2015,0.28007622504537205,-1.6187732217785857
1445,Mike Moustakas,moustmi01,2013,0.28748828125,-5.506036172656248
1446,Emilio Bonifácio,bonifem01,2009,0.2766327345309381,-0.45645427904190683
1447,Xander Bogaerts,bogaexa01,2014,0.2937952622673434,-9.070577424365439
1448,José Castillo,castijo02,2006,0.2914321880650994,-7.9386466350813585
1449,Jhonny Peralta,peraljh01,2009,0.30679315707620525,-15.781690278071515
1450,Julio Lugo,lugoju01,2007,0.28636977491961413,-5.736596664308681
1451,Mark Teahen,teahema01,2008,0.3129337641357028,-19.63301683295639
1452,Starlin Castro,castrst01,2013,0.2799801136363636,-3.300701505113622
1453,Robinson Canó,canoro01,2008,0.3106365079365079,-19.02400601047617
1454,Erick Aybar,aybarer01,2010,0.2864298093587521,-7.026623885615223
1455,Royce Clayton,claytro01,2006,0.28513821138211376,-6.670609717073141
1456,José López,lopezjo01,2007,0.28216847826086955,-5.295248398913039
1457,Craig Biggio,biggicr01,2007,0.290492700729927,-9.588746448905098
1458,Bobby Crosby,crosbbo01,2008,0.2880859504132231,-8.454970325950388
1459,Adam Everett,everead01,2006,0.27814882032667876,-3.974749756805817
1460,Jeff Francoeur,francje02,2012,0.2855656565656565,-7.844403521212101
1461,Jorge Cantú,cantujo01,2010,0.30575048732943466,-17.97018169590642
1462,Zack Cozart,cozarza01,2014,0.2539084112149533,7.919493251214952
1463,Yunel Escobar,escobyu01,2012,0.2841783333333333,-7.480510776999978
1464,Mark Ellis,ellisma01,2011,0.2818568627450981,-6.339388725882362
1465,Chris Owings,owingch01,2015,0.2546531365313653,6.9570065217712305
1466,Yuniesky Betancourt,betanyu01,2011,0.2806282271944922,-6.184866259896705
1467,Craig Biggio,biggicr01,2006,0.31390682196339437,-22.839707858236288
1468,Jemile Weeks,weeksje01,2012,0.275711155378486,-3.8755111677290657
1469,Alcides Escobar,escobal02,2013,0.24700316455696203,10.3832669943038
1470,A.J. Pierzynski,pierza.01,2007,0.3086719681908548,-20.50140884532799
1471,Casey McGehee,mcgehca01,2011,0.2749496644295302,-3.874638828859087
1472,Delmon Young,youngde03,2012,0.30534925864909385,-19.42950051103786
1473,Alcides Escobar,escobal02,2011,0.2794507772020725,-6.6159451005181324
1474,Álex González,gonzaal02,2011,0.28105612244897954,-7.958885174489762
1475,Brandon Moss,mossbr01,2015,0.3080708812260537,-21.610765221839095
1476,Jimmy Rollins,rolliji01,2015,0.28283807829181495,-9.200159969750885
1477,Yuniesky Betancourt,betanyu01,2009,0.2735211267605634,-4.540132000000014
1478,Marcus Semien,semiema01,2015,0.31092487479131886,-23.59823747979967
1479,Yuniesky Betancourt,betanyu01,2008,0.30192979452054797,-19.38919876404111
1480,Omar Vizquel,vizquom01,2007,0.27663063063063065,-7.455401978378376
1481,Alcides Escobar,escobal02,2015,0.27054307692307694,-4.570610938153866
1482,Tony Peña,penato02,2007,0.27995075757575755,-10.566018584090884
1483,José López,lopezjo01,2010,0.2694895330112721,-5.503663461835739
1484,Nick Punto,puntoni01,2007,0.25962759924385637,-1.1710535799622086
1485,Adeiny Hechavarría,hechaad01,2013,0.25141186736474697,2.6681811005235474
1486,Brad Ausmus,ausmubr01,2006,0.27128105906313643,-8.489724956008125
1487,César Izturis,izturce01,2010,0.2485861386138614,2.651516242376232
1488,Darwin Barney,barneda01,2013,0.2515955882352941,0.30629005735296033
1489,Alcides Escobar,escobal02,2010,0.27008872458410355,-9.013359073567486
1490,Matt Dominguez,dominma01,2014,0.25983416252072966,-6.034369631840789
1491,Jeff Francoeur,francje02,2008,0.2875579598145286,-23.130887063369407
1492,Ángel Berroa,berroan01,2006,0.25742393509127787,-9.448854373225153
1493,Álex Ríos,riosal01,2011,0.2673922261484099,-15.174660619081294
1494,Ronny Cedeño,cedenro02,2006,0.26305967450271245,-19.387662993128373
